100 9900
5 28 19.009351
5 29 86.966639
5 30 18.055104
5 31 45.819344
5 32 54.195730
5 33 51.632340
5 34 69.866979
5 35 15.913868
5 36 37.598477
5 37 77.286734
5 38 87.769311
5 39 4.296152
5 40 80.381855
5 41 3.734675
5 42 51.773625
5 43 85.661774
5 44 74.372678
5 45 86.306599
5 46 47.083900
5 47 69.273598
5 48 84.597481
5 49 51.128604
5 50 52.574733
5 51 37.047643
5 52 41.841509
5 53 8.593824
5 54 35.768730
5 55 1.993868
5 56 81.118833
5 57 19.972258
5 58 61.774604
5 59 72.036935
5 60 17.743648
5 61 71.178210
5 62 77.260858
5 63 83.636487
5 64 39.118609
5 65 32.421531
5 66 74.778165
5 67 64.646031
5 68 17.406819
5 69 72.800907
5 70 77.606803
5 71 96.494036
5 72 15.929871
5 73 54.854429
5 74 10.793836
5 75 72.040428
5 76 70.435150
5 77 55.664760
5 78 40.158011
5 79 87.356110
5 80 75.301358
5 81 48.323203
5 82 67.778590
5 83 63.192758
5 84 94.302003
5 85 30.389019
5 86 69.847607
5 87 65.054648
5 88 45.722405
5 89 4.437401
5 90 50.753423
5 91 79.553724
5 92 82.426497
5 93 99.871501
5 94 65.876565
5 95 9.123791
5 96 98.895559
5 97 74.880945
5 98 34.817283
5 99 67.189116
6 0 49.311742
6 1 52.761361
6 2 26.637435
6 3 91.527330
6 4 53.435016
6 5 27.766363
6 7 49.187616
6 8 44.836015
6 9 0.323023
6 10 22.245586
6 11 15.703752
6 12 38.406932
6 13 33.869022
6 14 89.029316
6 15 93.595644
6 16 97.331309
6 17 18.683951
6 18 30.852319
6 19 62.713215
6 20 83.804235
6 21 40.024358
6 22 52.066515
6 23 23.364517
6 24 8.865643
6 25 87.268798
6 26 66.974159
6 27 97.972827
6 28 92.309951
6 29 6.871021
6 30 63.820199
6 31 64.498438
6 32 75.515953
6 33 87.769070
6 34 63.814581
6 35 44.614052
6 36 52.593078
6 37 59.905232
6 38 20.512235
6 39 45.110912
6 40 61.509659
6 41 44.812483
6 42 76.460534
6 43 17.126171
6 44 68.763390
6 45 96.148923
6 46 31.231039
6 47 54.520208
6 48 88.673702
6 49 7.612465
6 50 77.784419
6 51 100.095912
6 52 1.520279
6 53 45.843768
6 54 32.574370
6 55 66.340221
6 56 73.521501
6 57 86.726284
6 58 18.878520
6 59 5.981527
6 60 36.041119
6 61 94.917951
6 62 62.551188
6 63 86.894776
6 64 51.430985
6 65 88.499962
6 66 24.725045
6 67 35.749407
6 68 78.562238
6 69 73.303741
6 70 26.945647
6 71 15.283582
6 72 52.366803
6 73 14.778062
6 74 20.804874
6 75 91.201367
6 76 8.605664
6 77 39.184042
6 78 16.346385
6 79 26.427894
6 80 17.599866
6 81 20.456507
6 82 11.348151
6 83 12.820735
6 84 38.804731
6 85 14.246008
6 86 57.044218
6 87 13.424054
6 88 71.877316
6 89 46.456540
6 90 54.929865
6 91 41.965366
6 92 59.281688
6 93 50.019861
6 94 4.001360
6 95 50.533007
6 96 90.496057
6 97 70.697944
6 98 8.113513
6 99 31.235706
7 0 68.530444
7 1 30.381068
7 2 9.095321
7 3 63.133941
7 4 25.732981
7 5 44.649662
7 6 32.845977
7 8 51.846021
7 9 17.757558
7 10 40.293924
7 11 22.840560
7 12 15.970145
7 13 82.085014
7 14 8.035925
7 15 88.306769
7 16 71.826936
7 17 20.634611
7 18 55.874761
7 19 12.791075
7 20 56.015252
7 21 54.772090
7 22 99.276044
7 23 52.914723
7 24 3.887385
7 25 5.415074
7 26 35.852842
7 27 6.827002
7 28 71.287942
7 29 70.956196
7 30 4.235940
7 31 47.195297
7 32 46.764127
7 33 11.368802
7 34 19.507077
7 35 94.528389
7 36 51.943280
7 37 98.129607
7 38 10.869589
7 39 53.211595
7 40 68.886921
7 41 56.487292
7 42 61.156710
7 43 44.839249
7 44 64.968773
7 45 9.125429
7 46 62.328477
7 47 51.262223
7 48 8.187506
7 49 28.412804
7 50 56.284083
7 51 23.225010
7 52 78.813301
7 53 18.203592
7 54 26.117193
7 55 19.549134
7 56 86.880502
7 57 75.544493
7 58 39.367596
7 59 16.526515
7 60 99.277022
7 61 27.665395
7 62 21.873300
7 63 67.518553
7 64 65.044360
7 65 0.274665
7 66 58.503004
7 67 98.713674
7 68 2.990405
7 69 49.449754
7 70 75.349593
7 71 98.578132
7 72 81.830499
7 73 81.308274
7 74 56.891172
7 75 95.741892
7 76 79.810478
7 77 91.164254
7 78 91.176865
7 79 22.893441
7 80 58.128716
7 81 77.018828
7 82 16.270403
7 83 32.714413
7 84 20.462459
7 85 21.004141
7 86 61.985339
7 87 65.966945
7 88 59.517041
7 89 86.793751
7 90 42.371469
7 91 71.553702
7 92 10.754848
7 93 51.012387
7 94 56.462839
7 95 43.702561
7 96 43.324135
7 97 72.322416
7 98 97.473490
7 99 72.384962
8 0 18.696167
8 1 3.133934
8 2 53.927884
8 3 99.658945
8 4 38.632358
8 5 65.779898
8 6 10.138742
8 7 36.834971
8 9 85.841398
8 10 47.517262
8 11 17.995769
8 12 25.194620
8 13 33.049640
8 14 16.859622
8 15 17.204570
8 16 16.449293
8 17 59.196298
8 18 27.516386
8 19 26.915814
8 20 8.208085
8 21 65.078270
8 22 55.608013
8 23 18.110482
8 24 94.431040
8 25 25.007716
8 26 10.846431
8 27 3.157858
8 28 81.175997
8 29 45.908755
8 30 73.014248
8 31 46.638601
8 32 73.904290
8 33 30.767992
8 34 31.345878
8 35 9.826174
8 36 64.192603
8 37 59.466807
8 38 46.308301
8 39 90.145539
8 40 30.905285
8 41 6.761616
8 42 10.798644
8 43 6.478875
8 44 23.713495
8 45 14.541685
8 46 60.920332
8 47 11.363883
8 48 15.304537
8 49 23.482231
8 50 75.269090
8 51 81.930966
8 52 92.706842
8 53 47.823925
8 54 6.054591
8 55 52.851366
8 56 7.862974
8 57 46.248142
8 58 5.403096
8 59 6.619184
8 60 22.915225
8 61 1.680618
8 62 45.830946
8 63 29.165873
8 64 66.625230
8 65 73.344412
8 66 85.148320
8 67 72.106711
8 68 64.931188
8 69 25.496386
8 70 92.947166
8 71 36.844406
8 72 20.853241
8 73 69.019714
8 74 38.346788
8 75 10.305906
8 76 96.789623
8 77 74.408135
8 78 36.815078
8 79 37.264123
8 80 95.703216
8 81 27.666044
8 82 67.652905
8 83 9.997192
8 84 46.780152
8 85 4.261735
8 86 3.123731
8 87 92.463585
8 88 75.849187
8 89 30.509400
8 90 35.230034
8 91 73.222196
8 92 81.182575
8 93 86.618767
8 94 46.782669
8 95 59.002338
8 96 41.256165
8 97 81.139594
8 98 49.678781
8 99 79.129292
9 0 52.628559
9 1 92.641411
9 2 5.198492
9 3 69.936938
9 4 33.306117
9 5 31.207293
9 6 48.650064
9 7 47.849656
9 8 29.792675
9 10 19.683665
9 11 63.837753
9 12 59.991574
9 13 34.479848
9 14 32.616424
9 15 91.596159
9 16 21.981963
9 17 54.115876
9 18 59.416976
9 19 11.029379
9 20 14.001370
9 21 69.797887
9 22 77.540048
9 23 2.112774
9 24 8.263860
9 25 94.264616
9 26 31.318403
9 27 83.959730
9 28 43.706547
9 29 63.223568
9 30 12.587878
9 31 24.325338
9 32 47.008320
9 33 94.028651
9 34 30.349486
9 35 32.813376
9 36 22.975517
9 37 7.231373
9 38 38.453505
9 39 82.772595
9 40 1.883018
9 41 34.360698
9 42 62.653887
9 43 55.012783
9 44 36.535069
9 45 28.743687
9 46 31.369491
9 47 60.240632
9 48 87.610860
9 49 55.261085
9 50 68.101971
9 51 76.509982
9 52 22.285757
9 53 59.639086
9 54 47.698466
9 55 33.000486
9 56 78.169758
9 57 8.210456
9 58 53.510423
9 59 82.083378
9 60 12.280616
9 61 45.035293
9 62 97.988307
9 63 27.902425
9 64 63.069814
9 65 34.853737
9 66 85.365050
9 67 21.592799
9 68 2.445335
9 69 47.549897
9 70 1.819581
9 71 90.780050
9 72 44.286022
9 73 92.638418
9 74 15.874872
9 75 44.145931
9 76 6.118014
9 77 30.741999
9 78 59.773336
9 79 80.617346
9 80 91.424604
9 81 73.110332
9 82 41.185654
9 83 37.129247
9 84 71.486611
9 85 29.937884
9 86 3.847374
9 87 28.931779
9 88 97.701116
9 89 83.570001
9 90 15.580959
9 91 72.056576
9 92 68.002248
9 93 43.643847
9 94 12.649146
9 95 28.826592
9 96 4.308451
9 97 87.792723
9 98 70.498901
9 99 84.188401
10 0 71.846438
10 1 3.749314
10 2 2.693374
10 3 43.165421
10 4 85.752854
10 5 26.515503
10 6 12.192686
10 7 37.875064
10 8 5.530413
10 9 7.723356
10 11 32.132546
10 12 46.322339
10 13 13.736084
10 14 63.393946
10 15 96.863072
10 16 54.576946
10 17 11.704659
10 18 21.007745
10 19 78.248385
10 20 38.960473
10 21 42.161844
10 22 27.132253
10 23 7.090891
10 24 5.514790
10 25 66.256766
10 26 82.809677
10 27 75.032433
10 28 0.292307
10 29 80.844596
10 30 45.489430
10 31 78.397729
10 32 95.903268
10 33 60.775743
10 34 73.497254
10 35 22.183878
10 36 67.274800
10 37 50.498897
10 38 91.864855
10 39 49.762915
10 40 92.720936
10 41 9.460916
10 42 26.800898
10 43 1.852734
10 44 55.192441
10 45 36.587397
10 46 90.166306
10 47 36.924938
10 48 72.969673
10 49 60.553524
10 50 95.023786
10 51 64.456510
10 52 59.081378
10 53 84.605560
10 54 48.663582
10 55 52.295399
10 56 94.376760
10 57 17.369143
10 58 0.464446
10 59 69.898492
10 60 0.447719
10 61 4.381326
10 62 18.530862
10 63 20.313645
10 64 15.492712
10 65 99.009083
10 66 31.254635
10 67 95.515762
10 68 8.733167
10 69 75.967763
10 70 97.780884
10 71 62.070208
10 72 17.137975
10 73 95.828831
10 74 64.815632
10 75 47.085071
10 76 51.981074
10 77 74.706866
10 78 26.294117
10 79 48.027149
10 80 2.151647
10 81 99.741747
10 82 27.136048
10 83 34.214710
10 84 56.156087
10 85 58.042621
10 86 42.646016
10 87 42.663477
10 88 75.395292
10 89 14.436038
10 90 21.074316
10 91 96.450479
10 92 77.570456
10 93 81.661479
10 94 98.435504
10 95 89.873718
10 96 30.965045
10 97 75.583224
10 98 81.888947
10 99 91.423909
11 0 17.870163
11 1 37.538318
11 2 50.817799
11 3 12.947794
11 4 98.565058
11 5 36.116172
11 6 43.199700
11 7 81.370827
11 8 96.034011
11 9 31.466086
11 10 78.944705
11 12 27.960323
11 13 25.995477
11 14 96.654836
11 15 21.582789
11 16 79.348418
11 17 16.838745
11 18 42.647162
11 19 95.015507
11 20 94.397478
11 21 99.708032
11 22 86.157820
11 23 53.003238
11 24 41.478903
11 25 0.243390
11 26 32.924660
11 27 45.641588
11 28 51.849499
11 29 30.382370
11 30 22.877912
11 31 39.287534
11 32 16.547936
11 33 61.145886
11 34 98.231719
11 35 24.227876
11 36 16.597026
11 37 55.476291
11 38 10.699676
11 39 87.839674
11 40 89.285885
11 41 53.965175
11 42 79.836943
11 43 40.074286
11 44 36.919332
11 45 35.702956
11 46 50.937277
11 47 52.803756
11 48 78.660073
11 49 21.501836
11 50 77.964114
11 51 14.900232
11 52 30.952636
11 53 47.388247
11 54 74.670608
11 55 10.876217
11 56 77.506161
11 57 12.530434
11 58 35.364293
11 59 2.495387
11 60 55.926560
11 61 97.661363
11 62 25.697888
11 63 29.970866
11 64 44.826735
11 65 57.576655
11 66 83.418433
11 67 52.199754
11 68 82.606902
11 69 14.431799
11 70 49.182843
11 71 13.939819
11 72 87.085288
11 73 17.332407
11 74 68.348652
11 75 61.916255
11 76 73.772822
11 77 88.105830
11 78 66.074579
11 79 31.553468
11 80 89.823649
11 81 43.161964
11 82 0.116253
11 83 91.358859
11 84 90.556597
11 85 66.995611
11 86 38.378292
11 87 62.942603
11 88 85.931068
11 89 14.152308
11 90 91.584644
11 91 31.239483
11 92 75.474013
11 93 33.374041
11 94 55.354935
11 95 21.705834
11 96 71.892997
11 97 40.160801
11 98 80.525293
11 99 49.096705
12 0 85.973604
12 1 12.128502
12 2 95.727969
12 3 35.885393
12 4 8.347757
12 5 45.313259
12 6 52.044790
12 7 57.469461
12 8 77.332765
12 9 88.966590
12 10 45.975299
12 11 96.014503
12 13 66.279187
12 14 71.405629
12 15 4.011212
12 16 75.118835
12 17 58.728958
12 18 40.126982
12 19 79.784572
12 20 3.439380
12 21 5.173394
12 22 65.662337
12 23 23.057853
12 24 77.001067
12 25 71.314060
12 26 0.548559
12 27 28.749897
12 28 77.119020
12 29 94.467745
12 30 42.304445
12 31 63.742500
12 32 53.694920
12 33 62.120023
12 34 22.450894
12 35 99.388166
12 36 2.105915
12 37 14.620239
12 38 32.380765
12 39 48.440317
12 40 25.986494
12 41 52.623967
12 42 1.279244
12 43 16.553080
12 44 27.910774
12 45 99.127329
12 46 61.315021
12 47 30.548526
12 48 85.314662
12 49 25.800791
12 50 70.967186
12 51 98.324990
12 52 49.954426
12 53 3.818381
12 54 18.622212
12 55 88.580965
12 56 55.780198
12 57 80.491503
12 58 95.469981
12 59 92.454713
12 60 32.309987
12 61 14.754871
12 62 9.247283
12 63 43.730676
12 64 98.421788
12 65 26.915301
12 66 8.521825
12 67 29.439408
12 68 54.938453
12 69 31.062419
12 70 0.979229
12 71 18.478618
12 72 3.461964
12 73 22.153614
12 74 78.570109
12 75 72.308670
12 76 93.620809
12 77 84.023844
12 78 7.393788
12 79 78.826657
12 80 41.226188
12 81 69.434182
12 82 0.839799
12 83 68.198957
12 84 65.789814
12 85 78.761298
12 86 70.777794
12 87 27.732961
12 88 67.438104
12 89 30.043293
12 90 43.481062
12 91 31.794457
12 92 0.464551
12 93 69.835656
12 94 34.488362
12 95 42.327888
12 96 3.594177
12 97 21.694342
12 98 99.753286
12 99 15.712551
13 0 15.490901
13 1 7.091263
13 2 19.200004
13 3 72.488530
13 4 38.120778
13 5 2.180803
13 6 23.198581
13 7 47.911968
13 8 10.291036
13 9 13.074165
13 10 42.492821
13 11 43.350033
13 12 19.016877
13 14 62.141750
13 15 47.757922
13 16 41.201782
13 17 7.325085
13 18 78.351946
13 19 46.234873
13 20 29.331791
13 21 33.685447
13 22 75.768050
13 23 19.783040
13 24 4.929355
13 25 0.468073
13 26 86.063315
13 27 21.211863
13 28 92.256672
13 29 96.656724
13 30 83.277365
13 31 93.897191
13 32 13.925367
13 33 93.505267
13 34 2.025551
13 35 43.457270
13 36 1.141375
13 37 90.906432
13 38 3.986062
13 39 69.657922
13 40 14.784040
13 41 36.949064
13 42 91.727914
13 43 61.736041
13 44 76.236067
13 45 33.472100
13 46 3.806188
13 47 70.974969
13 48 74.556707
13 49 96.380530
13 50 50.539203
13 51 0.634967
13 52 24.891406
13 53 61.070617
13 54 65.995602
13 55 95.236401
13 56 1.936829
13 57 10.518727
13 58 58.457519
13 59 68.712890
13 60 61.831079
13 61 56.420101
13 62 38.989423
13 63 84.096151
13 64 96.014581
13 65 22.220944
13 66 95.730396
13 67 86.163824
13 68 31.407986
13 69 60.969274
13 70 60.140896
13 71 92.876045
13 72 2.679167
13 73 90.616958
13 74 80.673444
13 75 71.446169
13 76 74.422195
13 77 44.737409
13 78 79.199794
13 79 60.535447
13 80 83.746945
13 81 17.580469
13 82 16.015563
13 83 51.331093
13 84 7.078781
13 85 28.968005
13 86 30.356507
13 87 7.161668
13 88 28.893516
13 89 46.740796
13 90 55.098922
13 91 83.823234
13 92 4.663690
13 93 82.299311
13 94 26.679942
13 95 10.934261
13 96 65.467892
13 97 18.238003
13 98 24.261790
13 99 8.406850
14 0 7.515743
14 1 36.154810
14 2 75.777308
14 3 41.516285
14 4 46.266859
14 5 87.424534
14 6 62.732353
14 7 63.070521
14 8 91.872908
14 9 90.056821
14 10 40.503996
14 11 51.825732
14 12 20.347696
14 13 40.716538
14 15 66.361644
14 16 32.563552
14 17 73.170957
14 18 2.566290
14 19 93.551597
14 20 55.140192
14 21 16.957315
14 22 66.797943
14 23 46.523708
14 24 17.337173
14 25 34.372663
14 26 88.551955
14 27 39.742237
14 28 39.487878
14 29 97.656013
14 30 66.380461
14 31 40.511125
14 32 37.623711
14 33 96.905607
14 34 68.491964
14 35 4.857331
14 36 96.278188
14 37 56.713902
14 38 8.722625
14 39 34.754034
14 40 12.106779
14 41 76.786783
14 42 40.511100
14 43 14.828892
14 44 65.124864
14 45 74.858189
14 46 68.110964
14 47 87.190744
14 48 75.635707
14 49 93.512072
14 50 70.856716
14 51 14.121493
14 52 21.814912
14 53 56.449404
14 54 98.506492
14 55 60.118107
14 56 25.437245
14 57 24.288754
14 58 23.516529
14 59 97.133061
14 60 61.376407
14 61 5.164700
14 62 29.559579
14 63 99.849730
14 64 10.277721
14 65 21.189144
14 66 74.681369
14 67 51.442568
14 68 53.198293
14 69 18.266376
14 70 92.196369
14 71 24.510191
14 72 2.028777
14 73 33.803512
14 74 82.756036
14 75 36.732772
14 76 70.155306
14 77 4.533713
14 78 6.979850
14 79 6.293357
14 80 14.089775
14 81 4.970380
14 82 9.621375
14 83 48.216152
14 84 18.691153
14 85 55.936274
14 86 93.448717
14 87 59.512934
14 88 56.120019
14 89 32.162348
14 90 13.850693
14 91 38.392134
14 92 21.813077
14 93 28.126781
14 94 83.637123
14 95 70.773397
14 96 39.533931
14 97 12.105562
14 98 61.583645
14 99 95.963707
15 0 31.950908
15 1 9.831697
15 2 47.978491
15 3 32.589382
15 4 73.212278
15 5 11.210937
15 6 25.760730
15 7 5.741654
15 8 75.633745
15 9 86.217645
15 10 66.796457
15 11 66.781706
15 12 13.882591
15 13 29.395294
15 14 69.421487
15 16 38.364393
15 17 56.937406
15 18 26.311769
15 19 5.586117
15 20 48.978120
15 21 60.621900
15 22 49.870498
15 23 33.769555
15 24 43.661657
15 25 71.655729
15 26 49.554188
15 27 77.288666
15 28 70.546918
15 29 7.934915
15 30 92.478734
15 31 76.707684
15 32 46.490074
15 33 9.148894
15 34 51.560641
15 35 99.762587
15 36 99.291542
15 37 96.860760
15 38 13.152075
15 39 32.545871
15 40 68.868820
15 41 43.821870
15 42 94.173481
15 43 81.654483
15 44 25.234283
15 45 28.561399
15 46 17.074417
15 47 88.585684
15 48 27.243420
15 49 43.186099
15 50 89.879107
15 51 94.872698
15 52 2.817238
15 53 29.844886
15 54 78.123948
15 55 99.283953
15 56 78.705863
15 57 44.457584
15 58 35.669989
15 59 16.866852
15 60 25.848612
15 61 85.076540
15 62 82.174244
15 63 83.698927
15 64 14.999143
15 65 76.644445
15 66 76.429375
15 67 50.916397
15 68 96.522517
15 69 73.931196
