100 4950
5 59 15.691424
5 60 74.455116
5 61 56.312958
5 62 96.594117
5 63 11.621909
5 64 11.692428
5 65 99.619437
5 66 18.993059
5 67 0.144080
5 68 68.929862
5 69 66.027605
5 70 94.837384
5 71 73.404714
5 72 61.566023
5 73 71.562825
5 74 10.238108
5 75 45.146147
5 76 99.146476
5 77 43.098271
5 78 24.582135
5 79 15.396156
5 80 77.669408
5 81 56.665665
5 82 62.386866
5 83 6.756387
5 84 81.973237
5 85 44.186114
5 86 44.785409
5 87 16.249868
5 88 53.128662
5 89 37.044584
5 90 9.168402
5 91 4.520232
5 92 98.120929
5 93 13.075892
5 94 20.684218
5 95 87.632291
5 96 32.096356
5 97 27.299853
5 98 75.100124
5 99 5.805582
6 7 47.060441
6 8 36.137560
6 9 28.952733
6 10 18.119649
6 11 95.153181
6 12 69.860412
6 13 69.966877
6 14 12.561711
6 15 59.490460
6 16 68.668009
6 17 58.397807
6 18 26.744557
6 19 61.048708
6 20 74.060568
6 21 28.252411
6 22 46.204380
6 23 16.183296
6 24 59.066023
6 25 36.270931
6 26 84.395431
6 27 16.109342
6 28 88.401533
6 29 86.101384
6 30 51.330310
6 31 47.037034
6 32 22.793645
6 33 35.274796
6 34 86.271796
6 35 7.641673
6 36 20.450878
6 37 13.389987
6 38 63.964118
6 39 9.162103
6 40 43.077031
6 41 41.342545
6 42 83.598626
6 43 62.659309
6 44 43.833067
6 45 43.483359
6 46 15.040838
6 47 67.830391
6 48 0.299926
6 49 87.267855
6 50 7.802854
6 51 18.261296
6 52 56.764173
6 53 68.257881
6 54 64.827197
6 55 29.115026
6 56 57.042909
6 57 82.263975
6 58 45.355151
6 59 74.990306
6 60 81.583907
6 61 90.966484
6 62 88.984690
6 63 98.048977
6 64 50.721486
6 65 92.529855
6 66 46.480124
6 67 9.498664
6 68 19.738094
6 69 54.525119
6 70 61.977665
6 71 61.130554
6 72 70.776226
6 73 52.901462
6 74 75.938042
6 75 7.850372
6 76 1.664704
6 77 87.798464
6 78 8.529480
6 79 17.003980
6 80 22.367984
6 81 14.666442
6 82 39.081217
6 83 5.787241
6 84 96.036585
6 85 37.463060
6 86 18.829900
6 87 4.143121
6 88 3.531397
6 89 59.620225
6 90 41.388176
6 91 47.287258
6 92 67.813993
6 93 78.025935
6 94 48.196813
6 95 99.366516
6 96 47.739758
6 97 35.441718
6 98 64.678742
6 99 97.743319
7 8 99.560077
7 9 17.576878
7 10 46.895443
7 11 86.011842
7 12 8.834382
7 13 92.466705
7 14 68.213127
7 15 73.090440
7 16 15.472423
7 17 41.852497
7 18 90.818149
7 19 15.597916
7 20 90.271603
7 21 26.937063
7 22 47.878224
7 23 71.209594
7 24 72.583789
7 25 64.190143
7 26 8.727938
7 27 11.802375
7 28 45.640531
7 29 60.803953
7 30 11.664138
7 31 16.936264
7 32 8.585146
7 33 73.949875
7 34 26.768828
7 35 90.583154
7 36 2.404665
7 37 13.163066
7 38 54.634155
7 39 57.001877
7 40 60.724165
7 41 0.982549
7 42 75.946196
7 43 95.271896
7 44 85.820538
7 45 43.400112
7 46 41.591229
7 47 66.236211
7 48 95.232285
7 49 38.722192
7 50 33.280194
7 51 70.467395
7 52 44.986463
7 53 71.124592
7 54 30.644141
7 55 51.358918
7 56 11.733427
7 57 93.480754
7 58 92.335411
7 59 23.557226
7 60 7.974540
7 61 2.970063
7 62 95.876422
7 63 63.688287
7 64 12.087573
7 65 52.523389
7 66 83.829862
7 67 47.695665
7 68 17.999045
7 69 21.338966
7 70 32.321206
7 71 57.095362
7 72 48.122250
7 73 88.502361
7 74 92.026461
7 75 5.066048
7 76 27.574316
7 77 15.170161
7 78 51.445093
7 79 52.531544
7 80 87.705091
7 81 42.827745
7 82 37.610089
7 83 94.255655
7 84 52.615262
7 85 57.807294
7 86 0.344199
7 87 95.457823
7 88 63.610580
7 89 55.552993
7 90 22.753367
7 91 50.571287
7 92 13.433633
7 93 62.046119
7 94 62.855452
7 95 17.503719
7 96 94.634125
7 97 34.353540
7 98 59.074300
7 99 53.123635
8 9 14.583160
8 10 67.438897
8 11 25.786339
8 12 38.684099
8 13 93.406552
8 14 80.176532
8 15 24.188862
8 16 37.508574
8 17 40.506704
8 18 39.934006
8 19 18.466147
8 20 71.501994
8 21 0.362174
8 22 12.139840
8 23 17.561708
8 24 37.913505
8 25 68.938515
8 26 88.928875
8 27 58.821882
8 28 13.265491
8 29 8.313552
8 30 59.258452
8 31 11.358079
8 32 7.476873
8 33 29.014773
8 34 31.814375
8 35 64.181979
8 36 37.946901
8 37 67.086059
8 38 11.576397
8 39 17.000075
8 40 90.728975
8 41 56.045474
8 42 61.088794
8 43 10.010900
8 44 23.912261
8 45 82.665398
8 46 48.282295
8 47 13.130383
8 48 46.942211
8 49 19.900834
8 50 94.119509
8 51 44.777775
8 52 78.849333
8 53 50.311171
8 54 85.386688
8 55 5.686607
8 56 48.218856
8 57 28.965329
8 58 10.630501
8 59 94.162207
8 60 48.222212
8 61 86.089646
8 62 10.539258
8 63 15.789316
8 64 1.144536
8 65 36.612461
8 66 7.993804
8 67 12.800351
8 68 18.580676
8 69 46.278836
8 70 97.564066
8 71 16.146945
8 72 65.835480
8 73 2.153426
8 74 29.403065
8 75 66.774396
8 76 52.052390
8 77 49.099016
8 78 18.290925
8 79 61.680658
8 80 71.207704
8 81 83.212771
8 82 45.007267
8 83 55.048611
8 84 13.346093
8 85 38.221809
8 86 94.261051
8 87 85.072312
8 88 50.296253
8 89 61.484181
8 90 91.082833
8 91 3.055002
8 92 75.593913
8 93 52.510953
8 94 55.885099
8 95 52.938638
8 96 44.452593
8 97 28.819516
8 98 97.322139
8 99 86.631792
9 10 16.360900
9 11 91.447891
9 12 1.631725
9 13 3.334767
9 14 50.248331
9 15 85.604228
9 16 57.316631
9 17 69.517792
9 18 40.149929
9 19 90.695301
9 20 74.824780
9 21 10.290242
9 22 7.913332
9 23 28.372285
9 24 22.312648
9 25 62.605804
9 26 88.730091
9 27 47.251678
9 28 0.627278
9 29 46.080591
9 30 55.136409
9 31 28.613703
9 32 23.318062
9 33 38.158187
9 34 25.616691
9 35 58.650120
9 36 50.790254
9 37 36.937668
9 38 95.056663
9 39 29.727854
9 40 51.637888
9 41 57.187705
9 42 6.030980
9 43 65.654422
9 44 28.744649
9 45 32.901792
9 46 52.273648
9 47 14.075634
9 48 52.916958
9 49 93.206788
9 50 68.667761
9 51 12.905607
9 52 92.614320
9 53 37.518896
9 54 15.704431
9 55 17.083639
9 56 14.767816
9 57 60.548313
9 58 10.598964
9 59 66.972026
9 60 58.728329
9 61 68.085744
9 62 92.115726
9 63 90.353467
9 64 53.061934
9 65 80.461059
9 66 31.641345
9 67 56.256152
9 68 53.210627
9 69 42.146383
9 70 19.159189
9 71 40.729279
9 72 26.962380
9 73 43.182928
9 74 59.516413
9 75 22.211168
9 76 4.225249
9 77 10.942937
9 78 11.738008
9 79 97.276721
9 80 37.776082
9 81 49.195098
9 82 92.130733
9 83 96.320524
9 84 92.455151
9 85 85.523877
9 86 40.532937
9 87 83.126362
9 88 91.703771
9 89 37.860185
9 90 18.304692
9 91 42.293531
9 92 2.392822
9 93 26.212873
9 94 66.515845
9 95 94.134758
9 96 31.565783
9 97 36.647571
9 98 3.277898
9 99 27.930171
10 11 42.020781
10 12 91.141380
10 13 80.278978
10 14 11.316251
10 15 67.581794
10 16 89.149029
10 17 50.319303
10 18 16.108189
10 19 23.460095
10 20 64.548064
10 21 20.007990
10 22 98.998679
10 23 62.282645
10 24 45.087735
10 25 74.770188
10 26 89.345658
10 27 22.165044
10 28 10.548203
10 29 66.926907
10 30 65.656046
10 31 49.632374
10 32 20.523826
10 33 51.848141
10 34 47.392081
10 35 57.242041
10 36 23.076174
10 37 42.043154
10 38 89.371357
10 39 93.438567
10 40 61.459614
10 41 24.540148
10 42 42.301211
10 43 60.470957
10 44 67.704173
10 45 53.020725
10 46 34.882676
10 47 15.129179
10 48 69.047581
10 49 82.912902
10 50 40.438648
10 51 26.606955
10 52 36.040273
10 53 65.009682
10 54 14.165580
10 55 45.973924
10 56 69.604286
10 57 51.168495
10 58 25.877415
10 59 62.540979
10 60 58.408950
10 61 94.260063
10 62 67.505107
10 63 83.828376
10 64 37.633298
10 65 43.773585
10 66 84.634560
10 67 77.896992
10 68 45.517217
10 69 48.348341
10 70 67.010329
10 71 59.478889
10 72 5.060299
10 73 76.990178
10 74 34.201997
10 75 84.644123
10 76 54.809468
10 77 61.844554
10 78 69.524683
10 79 42.666499
10 80 14.883451
10 81 47.136142
10 82 87.824597
10 83 98.301821
10 84 2.214167
10 85 1.248244
10 86 70.885173
10 87 42.867865
10 88 2.442203
10 89 11.903590
10 90 67.978780
10 91 58.316164
10 92 64.985518
10 93 38.021309
10 94 38.483582
10 95 84.911458
10 96 12.507592
10 97 36.063240
10 98 8.504629
10 99 10.185414
11 12 46.343219
11 13 13.545907
11 14 24.082798
11 15 64.507045
11 16 85.397232
11 17 87.882897
11 18 9.844721
11 19 16.912991
11 20 97.613438
11 21 44.835537
11 22 83.841408
11 23 13.766656
11 24 70.318073
11 25 97.588158
11 26 36.842749
11 27 92.365943
11 28 18.574152
11 29 44.827414
11 30 57.499655
11 31 31.795109
11 32 49.140075
11 33 14.193492
11 34 73.555102
11 35 74.117073
11 36 81.707930
11 37 56.084272
11 38 83.679902
11 39 60.428253
11 40 78.803907
11 41 22.031798
11 42 74.528505
11 43 78.348823
11 44 51.065332
11 45 21.733714
11 46 53.254730
11 47 10.197033
11 48 85.565808
11 49 3.310573
11 50 76.996832
11 51 4.397054
11 52 91.442016
11 53 42.473236
11 54 27.735776
11 55 66.595527
11 56 69.282735
11 57 58.022829
11 58 63.450267
11 59 81.512857
11 60 88.572701
11 61 93.469049
11 62 74.636453
11 63 31.731030
11 64 0.940917
11 65 17.540849
11 66 89.029873
11 67 75.420477
11 68 26.045096
11 69 99.976826
11 70 96.761680
11 71 81.434384
11 72 21.630936
11 73 13.220953
11 74 13.200737
11 75 97.249534
11 76 89.636926
11 77 95.512500
11 78 57.377715
11 79 42.908606
11 80 76.172478
11 81 86.347363
11 82 0.156808
11 83 82.419621
11 84 94.779164
11 85 11.401226
11 86 28.215280
11 87 22.993987
11 88 39.591854
11 89 50.743301
11 90 77.410544
11 91 32.055422
11 92 57.848645
11 93 71.532659
11 94 12.259016
11 95 42.127761
11 96 19.655439
11 97 44.377457
11 98 67.020506
11 99 34.510476
12 13 56.993109
12 14 91.150637
12 15 18.276480
12 16 54.076495
12 17 43.662146
12 18 31.293940
12 19 28.910002
12 20 9.577704
12 21 53.191863
12 22 3.505424
12 23 89.039745
12 24 56.519288
12 25 62.698041
12 26 40.193840
12 27 80.729943
12 28 42.964836
12 29 67.255169
12 30 63.196635
12 31 10.192758
12 32 22.559949
12 33 31.556265
12 34 50.996525
12 35 83.718979
12 36 3.612845
12 37 33.465451
12 38 0.034931
12 39 51.717577
12 40 8.246228
12 41 47.525349
12 42 65.708800
12 43 9.014121
12 44 61.435525
12 45 75.563507
12 46 22.250669
12 47 18.952616
12 48 16.174272
12 49 56.249058
12 50 24.930058
12 51 23.864878
12 52 48.058352
12 53 75.782787
12 54 92.877591
12 55 15.115999
12 56 20.256414
12 57 57.860920
12 58 56.321529
12 59 62.204127
12 60 28.134726
12 61 32.634908
12 62 28.139663
12 63 42.287184
12 64 81.730392
12 65 71.596498
12 66 66.367783
12 67 69.028766
12 68 73.817713
12 69 28.149508
12 70 91.669266
12 71 92.799955
12 72 11.488179
12 73 42.086605
12 74 11.758577
12 75 33.043320
12 76 59.965469
12 77 50.271583
12 78 83.384748
12 79 7.999917
12 80 58.802493
12 81 95.534531
12 82 11.719204
12 83 47.019615
12 84 22.658396
12 85 41.119399
12 86 46.855575
12 87 6.319623
12 88 31.529155
12 89 78.980445
12 90 87.617435
12 91 60.325628
12 92 48.606213
12 93 66.806140
12 94 43.983127
12 95 7.624443
12 96 77.863391
12 97 40.856059
12 98 41.175222
12 99 13.076669
13 14 88.023031
13 15 29.528398
13 16 70.825308
13 17 5.782319
13 18 84.728218
13 19 36.032724
13 20 7.613233
13 21 66.361981
13 22 8.548575
13 23 67.624635
13 24 13.393065
13 25 66.410518
13 26 72.873038
13 27 63.566039
13 28 45.056406
13 29 67.999935
13 30 32.793680
13 31 14.306737
13 32 67.246973
13 33 51.752512
13 34 93.760552
13 35 70.340129
13 36 46.528576
13 37 18.274871
13 38 27.088167
13 39 10.767784
13 40 69.721986
13 41 99.638114
13 42 58.320145
13 43 78.814710
13 44 85.864383
13 45 25.108804
13 46 34.009248
13 47 94.369188
13 48 18.608476
13 49 8.479983
13 50 52.645835
13 51 22.078045
13 52 33.866496
13 53 63.121026
13 54 66.268567
13 55 7.610271
13 56 76.117721
13 57 5.259635
13 58 20.716936
13 59 94.408953
13 60 6.036356
13 61 76.028797
13 62 4.536010
13 63 98.583462
13 64 81.959913
13 65 98.456090
13 66 19.219552
13 67 50.550961
13 68 28.206520
13 69 86.842222
13 70 66.778417
13 71 8.618204
13 72 24.362862
13 73 42.870251
13 74 74.547019
13 75 11.901755
13 76 31.402740
13 77 5.306428
13 78 41.691283
13 79 67.816707
13 80 42.859495
13 81 68.298177
13 82 97.057436
13 83 62.821019
13 84 12.263895
13 85 47.044209
13 86 3.801643
13 87 44.184678
13 88 61.672255
13 89 49.006354
13 90 32.666391
13 91 45.259827
13 92 20.347934
13 93 3.852197
13 94 52.820189
13 95 17.060143
13 96 77.522595
13 97 15.962091
13 98 56.853030
13 99 84.914677
14 15 58.651901
14 16 29.603765
14 17 44.820797
14 18 70.543480
14 19 50.693596
14 20 38.772160
14 21 41.157564
14 22 7.109317
14 23 8.674215
14 24 31.211709
14 25 7.825571
14 26 27.631822
14 27 73.173924
14 28 29.282835
14 29 47.248375
14 30 25.607489
14 31 16.347310
14 32 79.103889
14 33 59.373524
14 34 70.760905
14 35 12.711181
14 36 43.794404
14 37 28.636812
14 38 12.559675
14 39 0.168747
14 40 76.664924
14 41 68.651030
14 42 19.457521
14 43 56.602823
14 44 85.843339
14 45 45.117826
14 46 82.787039
14 47 67.858964
14 48 53.097090
14 49 30.762165
14 50 60.805702
14 51 4.052753
14 52 36.505189
14 53 20.014555
14 54 50.605623
14 55 52.873729
14 56 69.153515
14 57 45.717074
14 58 53.429732
14 59 80.921694
14 60 64.171369
14 61 95.304989
14 62 42.393967
14 63 7.099483
14 64 50.196829
14 65 19.716472
14 66 50.697147
14 67 75.699504
14 68 90.752943
14 69 64.708848
14 70 73.107256
14 71 11.059656
14 72 86.036366
14 73 31.310411
14 74 13.844815
14 75 20.527538
14 76 16.264536
14 77 89.812779
14 78 19.941132
14 79 87.960092
14 80 61.997067
14 81 30.009449
14 82 10.731242
14 83 66.099169
14 84 28.741503
14 85 29.312019
14 86 51.348278
14 87 32.901718
14 88 10.673189
14 89 59.926337
14 90 20.918237
14 91 24.266634
14 92 51.443460
14 93 36.446622
14 94 94.610918
14 95 93.588570
14 96 98.819956
14 97 26.026331
14 98 92.785027
14 99 77.182273
15 16 4.297336
15 17 4.710412
15 18 50.172348
15 19 63.859308
15 20 88.836272
15 21 45.564289
15 22 23.377978
15 23 76.802340
15 24 81.533036
15 25 66.910750
15 26 85.930628
15 27 76.370338
15 28 39.291632
15 29 52.286665
15 30 56.699038
15 31 83.581479
15 32 72.464866
15 33 77.657266
15 34 69.697556
15 35 5.758673
15 36 33.950338
15 37 45.976492
15 38 21.136022
15 39 18.186003
15 40 77.371834
15 41 34.357660
15 42 23.026044
15 43 18.612655
15 44 53.746156
15 45 4.919546
15 46 51.737871
15 47 25.054091
15 48 95.429942
15 49 16.798719
15 50 4.609035
15 51 31.578668
15 52 31.160545
15 53 3.869741
15 54 68.038000
15 55 71.631028
15 56 86.649625
15 57 50.390658
15 58 56.453077
15 59 63.931953
15 60 51.457566
15 61 5.091950
15 62 3.128879
15 63 32.107647
15 64 34.771424
15 65 23.152926
15 66 71.029676
15 67 95.939664
15 68 90.228607
15 69 15.060312
15 70 4.690945
15 71 29.490026
15 72 63.073037
15 73 11.519566
15 74 62.607564
15 75 69.344288
15 76 1.700055
15 77 24.390209
15 78 53.678997
15 79 34.828661
15 80 80.040891
15 81 95.042318
15 82 50.968990
15 83 91.295549
15 84 97.257025
15 85 73.581992
15 86 71.369178
15 87 47.435132
15 88 56.859315
15 89 65.069516
15 90 90.713181
15 91 28.058922
15 92 78.636280
15 93 12.154603
15 94 10.469682
15 95 4.914491
15 96 63.670485
15 97 57.478971
15 98 4.350081
15 99 99.828880
16 17 15.241467
16 18 43.747233
16 19 50.998312
16 20 96.841417
16 21 16.558230
16 22 64.542906
16 23 2.387487
16 24 12.975019
16 25 80.033791
16 26 74.767081
16 27 46.629992
16 28 80.908311
16 29 12.208861
16 30 6.003113
16 31 98.614749
16 32 91.049144
16 33 83.451255
16 34 9.161439
16 35 92.217392
16 36 25.373437
16 37 52.202104
16 38 64.434451
16 39 53.786085
16 40 90.881489
16 41 69.809589
16 42 56.892106
16 43 8.187773
16 44 26.637230
16 45 83.885297
16 46 14.974753
16 47 5.906721
16 48 15.094154
16 49 65.637989
16 50 48.690376
16 51 62.519155
16 52 75.774913
16 53 9.783959
16 54 4.499378
16 55 70.324908
16 56 57.359924
16 57 94.402802
16 58 74.670626
16 59 75.998990
16 60 72.853527
16 61 42.501874
16 62 60.318414
16 63 17.832999
16 64 41.734559
16 65 97.072281
16 66 89.380697
16 67 81.468403
16 68 12.861520
16 69 7.063783
16 70 33.474740
16 71 63.980648
16 72 42.390697
16 73 22.975500
16 74 50.867162
16 75 32.755169
16 76 92.079004
16 77 17.653839
16 78 6.721035
16 79 27.803340
16 80 95.081494
16 81 80.408630
16 82 86.333600
16 83 83.998524
16 84 8.716813
16 85 80.702940
16 86 22.253854
16 87 43.169280
16 88 36.662143
16 89 61.441609
16 90 1.970038
16 91 85.068963
16 92 56.652481
16 93 1.278055
16 94 9.282945
16 95 30.947857
16 96 33.997342
16 97 80.378415
16 98 79.531619
16 99 63.786117
17 18 36.091276
17 19 94.726690
17 20 16.513855
17 21 65.202736
17 22 88.582908
17 23 90.323990
17 24 27.244715
