,x1,x2,class
141,3.840734672377707,1.4675498312417057,1
142,4.203065372476238,1.462174671070646,1
143,4.200230818192222,1.7124883761373388,1
144,4.635561610918174,1.9097017150616706,1
145,4.588293931716125,1.846564297319687,1
146,5.151440581225833,1.981407802413424,1
147,4.879749780380142,2.5464668129934305,1
148,4.978516139682642,2.7089405632421744,1
149,4.9360559985543375,2.928660543863999,1
150,4.799994325183471,3.375567441255858,1
151,4.946132787756127,3.276475758121293,1
152,5.000099697786678,3.554958923288692,1
153,4.60571430586283,3.6575821983087096,1
154,4.786573038565882,4.057345619189255,1
155,4.51203365228769,4.447236790269518,1
156,4.187994951800753,4.359581754385343,1
157,4.102381847765205,4.643304642498232,1
158,3.9382164318517785,4.719873648036677,1
159,3.704528482869397,4.852199929086537,1
160,3.3635772127360855,4.821674188363972,1
161,3.2628538534606135,4.854039666473179,1
162,2.794664783451756,4.952904417678896,1
163,2.691720271028858,5.318151408356597,1
164,2.361347331241495,5.0691734258653085,1
165,2.339387998744438,4.666366844928603,1
166,2.1159879466103884,4.554468711539879,1
167,1.389904790025155,4.682471609715571,1
168,1.3336666370716999,4.493028512028613,1
169,1.3252921758538432,4.4852505918696925,1
170,1.4443095834274466,3.959346912569103,1
171,1.0646074434815582,3.6197494603491087,1
172,1.0148756579271165,3.5214117894051835,1
173,0.9704181909884588,3.3395083702375556,1
174,1.0877851398929614,3.11590403554511,1
175,0.8944345662678643,2.5942191923213973,1
176,1.2538202034445565,2.455961556744429,1
177,1.0227707184379298,2.237781316503497,1
178,0.9458686701666562,2.0118508559391053,1
179,1.2806984650391424,1.9589340170259855,1
180,1.6142396730145905,1.667027632330358,1
181,1.8300557882265767,1.5394955988616716,1
182,1.889807555527397,1.3589995159751902,1
183,2.083268750751242,1.1487850243123108,1
184,2.305704042831061,0.9407966628501623,1
185,2.6324529196670645,0.8934265659310052,1
186,2.967744775897469,0.9688716610719729,1
187,3.1025880788949975,1.0763408380761275,1
188,3.4437935250932985,0.7947909826805658,1
189,3.5628051992319554,1.22222235392397,1
190,3.576114153088935,1.2388280806002228,1
191,3.7161163008106755,1.1471731135556305,1
192,4.266899916945072,1.1991998060681923,1
193,4.299641465557518,1.3990667259162388,1
194,4.857760754893252,1.8388183052138194,1
195,4.83279229581747,1.9942052627217886,1
196,4.8037211037185665,2.0142039603816917,1
197,4.892121798380534,2.383480193866099,1
198,5.112598214305441,2.9179803728511375,1
199,5.219986807336126,3.127882790919184,1
